Instances,Source,Push0_Max,Push_max,PAR_Max,PAR0_Max,P2R_Max,P2R0_Max,Pseudo_Max,algo_Push,algo_PAR,algo_P2R,algo_Pseudo,x_PushROC,x_PARROC,x_P2RROC,x_PseudoROC,feature_Nodes,feature_Arcs,feature_Density,feature_CapDens,feature_AvNdDgr,feature_TrivialEtraFlw,feature_PrcNetPotPth,feature_EstMinPrcDepFlw,feature_PerBdCap,feature_PerGdCap,feature_StDAC,feature_OutlMxCap,feature_OutlMnCap,feature_CapAvNddg,feature_RlCapAvNddg,feature_RlPotNetExcess,feature_AVRlPotNetExcess
Netgen_n20000_d0.70_c1000000_5,Netgen,7003985418,7003985418,7003985418,7003985418,7003985418,7003985418,7003985418,68.91,9.46,12.16,1.769,180006,62399,60971,37295,20000,279986000,0.7,349969.3798,13999.3,2949117147,7.10E-05,14064.3333,0.50003,0.49997,288670.364,2.0002,2.00E-06,6999387596,6999.3876,58962001.31,2948.2475
Netgen_n20000_d0.70_c10000000_1,Netgen,46382422724,46382422724,46382422724,46382422724,46382422724,46382422724,46382422724,12.36,4.35,6.36,0.022,51491,45613,42838,22824,20000,279986000,0.7,3496631.66,13999.3,0,3.30E-05,14100.8553,0.50015,0.49985,2885719.739,2.0019,0,69932633202,6993.2633,59015238.29,2950.9095
Netgen_n20000_d0.70_c10000000_2,Netgen,69875518268,69875518268,69875518268,69875518268,69875518268,69875518268,69875518268,61.6,8.42,11.43,1.847,184608,64446,61997,41950,20000,279986000,0.7,3496548.959,13999.3,29950116435,7.10E-05,14010.2251,0.50016,0.49984,2885588.405,2.002,0,69930979176,6993.0979,58734698.49,2936.8818
Netgen_n20000_d0.70_c10000000_3,Netgen,46382422724,46382422724,46382422724,46382422724,46382422724,46382422724,46382422724,11.71,5.03,6.94,0.035,51491,45613,42838,22824,20000,279986000,0.7,3496631.66,13999.3,0,3.30E-05,14100.8553,0.50015,0.49985,2885719.739,2.0019,0,69932633202,6993.2633,59015238.29,2950.9095
Netgen_n20000_d0.70_c10000000_4,Netgen,51660968138,51660968138,51660968138,51660968138,51660968138,51660968138,51660968138,13.41,6.23,5.16,0.022,56915,50959,47577,24830,20000,279986000,0.7,3496922.676,13999.3,0,3.70E-05,14044.5612,0.50013,0.49987,2885582.82,2.0018,0,69938453523,6993.8454,58682451.5,2934.2693
Netgen_n20000_d0.70_c10000000_5,Netgen,69735699884,69735699884,69735699884,69735699884,69735699884,69735699884,69735699884,60.48,8.9,11.97,1.798,184611,63970,61901,41884,20000,279986000,0.7,3496686.769,13999.3,30224688334,7.10E-05,13991.8898,0.50014,0.49986,2885565.969,2.0019,0,69933735376,6993.3735,59316763.82,2965.9865
Netgen_n20000_d0.80_c1000_1,Netgen,8500214,8500214,8500214,8500214,8500214,8500214,8500214,67.65,9.32,15.09,4.424,155543,74524,71548,66453,20000,319984000,0.8,427.0887,15999.2,2075146,6.20E-05,16153.499,0.53297,0.46703,4228.6204,1000.521,0.001873,8541773.711,15.9917,48158068.35,2408.0238
Netgen_n20000_d0.80_c1000_2,Netgen,2118793,2118793,2118793,2118793,2118793,2118793,2118793,8.35,3.16,3.61,0.009,18922,17768,16258,6873,20000,319984000,0.8,425.3702,15999.2,0,1.20E-05,12836.7627,0.53099,0.46901,3959.4027,940.3573,0.001881,8507404.227,17.0148,48143318.26,2407.2863
Netgen_n20000_d0.80_c1000_3,Netgen,7052128,7052128,7052128,7052128,7052128,7052128,7052128,17.49,6.34,9.36,0.016,67613,64561,59943,23445,20000,319984000,0.8,416.4946,15999.2,0,4.20E-05,15803.7811,0.51994,0.48006,2559.949,618.9718,0.001921,8329892.158,25.8493,49122090.24,2456.2273
Netgen_n20000_d0.80_c1000_4,Netgen,8254090,8254090,8254090,8254090,8254090,8254090,8254090,77.22,9.6,12.41,4.349,144746,72265,69252,59875,20000,319984000,0.8,412.8929,15999.2,1946218,6.20E-05,16190.7822,0.51596,0.48404,1996.4623,485.1292,0.001937,8257857.989,32.9809,49755064.07,2487.8776
Netgen_n20000_d0.80_c1000_5,Netgen,8095432,8095432,8095432,8095432,8095432,8095432,8095432,84.96,9.27,11.3,4.303,90505,74996,70772,38902,20000,319984000,0.8,405.3816,15999.2,370669,5.20E-05,15964.9956,0.50593,0.49407,836.8795,197.0726,0.001973,8107631.881,81.1884,50466594.51,2523.4559
Netgen_n20000_d0.80_c10000_1,Netgen,24721436,24721436,24721436,24721436,24721436,24721436,24721436,10.68,3.41,5.03,0.009,22437,21034,20147,7020,20000,319984000,0.8,4025.4249,15999.2,0,1.50E-05,15752.5433,0.50301,0.49699,4862.8059,99.3684,0.000199,80508498.15,161.017,50911450.43,2545.6998
Netgen_n20000_d0.80_c10000_2,Netgen,80761274,80761274,80761274,80761274,80761274,80761274,80761274,77.28,11.04,12.93,4.769,147750,69879,67323,60510,20000,319984000,0.8,4045.5816,15999.2,21291298,6.30E-05,15856.2585,0.50559,0.49441,7722.6985,180.1572,0.000198,80911632.57,88.8113,50687180.7,2534.4858
Netgen_n20000_d0.80_c10000_3,Netgen,80106144,80106144,80106144,80106144,80106144,80106144,80106144,86.2,9.97,8.52,4.397,136145,69362,66822,53768,20000,319984000,0.8,4010.25,15999.2,18956377,6.20E-05,15882.0663,0.50118,0.49882,3285.7693,40.6034,0.000199,80205000.37,394.0561,51072141.33,2553.7348
Netgen_n20000_d0.80_c10000_4,Netgen,79960239,79960239,79960239,79960239,79960239,79960239,79960239,106.43,10.15,11.44,4.422,145218,69305,67065,59271,20000,319984000,0.8,4025.1197,15999.2,21008940,6.30E-05,15945.3361,0.50306,0.49694,4862.7194,99.3759,0.000199,80502394.25,161.0048,50894961.47,2544.8753
Netgen_n20000_d0.80_c10000_5,Netgen,25246791,25246791,25246791,25246791,25246791,25246791,25246791,8.87,3.73,4.39,0.008,23335,21870,20971,7338,20000,319984000,0.8,4020.5626,15999.2,0,1.60E-05,15985.81,0.50246,0.49754,4301.87,81.2732,0.000199,80411252.09,196.8669,50938912.42,2547.073
Netgen_n20000_d0.80_c100000_1,Netgen,807294354,807294354,807294354,807294354,807294354,807294354,807294354,63.01,10.29,11.53,3.078,137916,69804,67425,51262,20000,319984000,0.8,40022.2733,15999.2,188915950,6.20E-05,16069.2063,0.50027,0.49973,29085.2308,9.9944,2.00E-05,800445465.7,1600.8909,50718254.28,2536.0395
Netgen_n20000_d0.80_c100000_2,Netgen,56570332,56570332,56570332,56570332,56570332,56570332,56570332,6.97,1.83,1.93,0.005,5056,4628,4496,1488,20000,319984000,0.8,40012.5202,15999.2,0,4.00E-06,16027.6047,0.50013,0.49987,28936.6209,6.0628,2.00E-05,800250403.5,2639.035,51225729.81,2561.4146
Netgen_n20000_d0.80_c100000_3,Netgen,52815937,52815937,52815937,52815937,52815937,52815937,52815937,6.49,1.89,1.99,0.006,4903,4513,4375,1437,20000,319984000,0.8,40007.7732,15999.2,0,3.00E-06,15695.3335,0.50004,0.49996,28886.4965,3.6932,2.00E-05,800155464.2,4332.2368,51631408.96,2581.6995
Netgen_n20000_d0.80_c100000_4,Netgen,798625296,798625296,798625296,798625296,798625296,798625296,798625296,71.25,9.81,11.14,2.451,108291,72077,68903,39284,20000,319984000,0.8,40034.8562,15999.2,102922772,5.60E-05,16002.4439,0.50036,0.49964,29340.7057,14.2943,2.00E-05,800697123.1,1119.327,51031792.72,2551.7172
Netgen_n20000_d0.80_c100000_5,Netgen,475737696,475737696,475737696,475737696,475737696,475737696,475737696,20.57,5.35,8.8,0.014,43410,41528,39568,13938,20000,319984000,0.8,40008.2524,15999.2,0,3.00E-05,16123.616,0.50012,0.49988,28913.9704,5.2177,2.00E-05,800165048.6,3066.4597,51035794.98,2551.9173
Netgen_n20000_d0.80_c1000000_1,Netgen,7770441380,7770441380,7770441380,7770441380,7770441380,7770441380,7770441380,16.65,16.69,12.03,0.027,77851,73784,68723,28615,20000,319984000,0.8,399953.7536,15999.2,0,4.90E-05,16054.6422,0.50002,0.49998,288659.4017,2.0002,2.00E-06,7999075072,7999.0751,51100431.13,2555.1493
Netgen_n20000_d0.80_c1000000_2,Netgen,6622335885,6622335885,6622335885,6622335885,6622335885,6622335885,6622335885,16.07,6.32,7.68,0.011,62460,59999,56107,20969,20000,319984000,0.8,399968.9162,15999.2,0,4.10E-05,15929.7491,0.50006,0.49994,288675.1483,2.0002,2.00E-06,7999378323,7999.3783,51238454.96,2562.0509
Netgen_n20000_d0.80_c1000000_3,Netgen,1373960868,1373960868,1373960868,1373960868,1373960868,1373960868,1373960868,8.13,3.53,2.99,0.005,12782,11803,11375,4034,20000,319984000,0.8,399971.7448,15999.2,0,9.00E-06,16005.2851,0.50003,0.49997,288662.5286,2.0001,2.00E-06,7999434897,7999.4349,50872801.5,2543.7673
Netgen_n20000_d0.80_c1000000_4,Netgen,2649024333,2649024333,2649024333,2649024333,2649024333,2649024333,2649024333,10.48,7.83,9.6,0.006,24479,22949,21869,8014,20000,319984000,0.8,399961.7738,15999.2,0,1.70E-05,15892.8962,0.50003,0.49997,288683.1232,2.0002,2.00E-06,7999235475,7999.2355,51030719.47,2551.6636
Netgen_n20000_d0.80_c1000000_5,Netgen,1802143735,1802143735,1802143735,1802143735,1802143735,1802143735,1802143735,11.24,2.94,3.33,0.006,17248,15835,15093,5766,20000,319984000,0.8,399961.8767,15999.2,0,1.10E-05,16241.5152,0.50007,0.49993,288673.1412,2.0002,2.00E-06,7999237534,7999.2375,51024103.35,2551.3327
Netgen_n20000_d0.80_c10000000_1,Netgen,36013732581,36013732581,36013732581,36013732581,36013732581,36013732581,36013732581,11.46,4.15,5.24,0.021,36761,33176,31454,15565,20000,319984000,0.8,3996468.71,15999.2,0,2.30E-05,15813.6753,0.50017,0.49983,2885579.547,2.0018,0,79929374194,7992.9374,51224604.97,2561.3583
Netgen_n20000_d0.80_c10000000_2,Netgen,79661071242,79661071242,79661071242,79661071242,79661071242,79661071242,79661071242,68.77,10.11,10.67,1.415,146954,71251,68495,37199,20000,319984000,0.8,3996308.768,15999.2,20101375622,6.20E-05,16022.698,0.50016,0.49984,2885700.507,2.0018,0,79926175350,7992.6175,51140912.59,2557.1735
Netgen_n20000_d0.80_c10000000_3,Netgen,31979870960,31979870960,31979870960,31979870960,31979870960,31979870960,31979870960,10.72,4.13,4.87,0.02,32894,29549,28059,14097,20000,319984000,0.8,3996209.816,15999.2,0,2.00E-05,15922.7407,0.50015,0.49985,2885528.316,2.0019,0,79924196312,7992.4196,51123330.99,2556.2944
Netgen_n20000_d0.80_c10000000_4,Netgen,79284707292,79284707292,79284707292,79284707292,79284707292,79284707292,79284707292,67.72,10.02,10.92,1.409,148019,70894,67963,37341,20000,319984000,0.8,3996161.744,15999.2,20717316264,6.30E-05,15983.724,0.50016,0.49984,2885563.19,2.0019,0,79923234888,7992.3235,50864341.07,2543.3442
Netgen_n20000_d0.80_c10000000_5,Netgen,79986392995,79986392995,79986392995,79986392995,79986392995,79986392995,79986392995,93.31,9.58,10.17,1.834,142302,71752,68806,36517,20000,319984000,0.8,3996571.606,15999.2,19226236253,6.20E-05,16112.5524,0.50013,0.49987,2885583.787,2.0017,0,79931432115,7993.1432,50933830.39,2546.8189
Netgen_n20000_d0.90_c1000_1,Netgen,2984442,2984442,2984442,2984442,2984442,2984442,2984442,12.07,4.23,5.33,0.018,25168,24402,23037,7601,20000,359982000,0.9,475.4161,17999.1,0,1.60E-05,15923.6657,0.52799,0.47201,3734.2133,946.5392,0.001893,9508322.695,19.0166,30653579.15,1532.7556
Netgen_n20000_d0.90_c1000_2,Netgen,8739454,8739454,8739454,8739454,8739454,8739454,8739454,19.59,7.71,11.26,0.027,81231,78443,72389,27173,20000,359982000,0.9,474.0836,17999.1,0,4.60E-05,17955.287,0.52594,0.47406,3531.368,897.3715,0.001898,9481672.052,20.0586,30719344.76,1536.044
Netgen_n20000_d0.90_c1000_3,Netgen,4204572,4204572,4204572,4204572,4204572,4204572,4204572,14.14,4.89,6.22,0.034,36358,35446,33573,10492,20000,359982000,0.9,462.3535,17999.1,0,2.30E-05,17280.1941,0.51288,0.48712,1791.2466,462.6609,0.001947,9247070.672,38.9054,31466497.2,1573.4035
Netgen_n20000_d0.90_c1000_4,Netgen,5120885,5120885,5120885,5120885,5120885,5120885,5120885,14.81,6.16,7.83,0.021,44173,42785,40457,13674,20000,359982000,0.9,481.7087,17999.1,0,2.70E-05,16735.0181,0.53494,0.46506,4665.69,1168.2244,0.001868,9634174.908,15.408,30198042.61,1509.9776
Netgen_n20000_d0.90_c10000_1,Netgen,90609196,90609196,90609196,90609196,90609196,90609196,90609196,53.18,9.66,12.98,4.642,105801,78421,74345,45593,20000,359982000,0.9,4537.9353,17999.1,8214254,5.40E-05,18044.6404,0.50417,0.49583,6277.3428,149.3143,0.000198,90758705.77,120.5511,32188144.59,1609.4877
Netgen_n20000_d0.90_c10000_2,Netgen,90748192,90748192,90748192,90748192,90748192,90748192,90748192,78.06,11.25,12.15,4.652,114011,77399,73929,46477,20000,359982000,0.9,4549.0324,17999.1,10944135,5.60E-05,17892.5207,0.50533,0.49467,7771.0054,192.5007,0.000198,90980647.25,93.5062,32079091.7,1604.0348
Netgen_n20000_d0.90_c10000_3,Netgen,91238096,91238096,91238096,91238096,91238096,91238096,91238096,50.57,10.47,13.37,3.441,107227,77989,74209,34936,20000,359982000,0.9,4514.5674,17999.1,8775304,5.50E-05,18055.0477,0.5016,0.4984,3581.6672,57.707,0.000199,90291348.56,311.9206,32264609.91,1613.3112
Netgen_n20000_d0.90_c10000_4,Netgen,77024789,77024789,77024789,77024789,77024789,77024789,77024789,18,7.19,10.05,0.033,68202,66455,62248,20594,20000,359982000,0.9,4504.4756,17999.1,0,4.30E-05,17942.6912,0.50039,0.49961,2949.6128,17.251,0.0002,90089511.65,1043.4152,32320614.86,1616.1115
Netgen_n20000_d0.90_c10000_5,Netgen,26438246,26438246,26438246,26438246,26438246,26438246,26438246,11.07,3.49,3.85,0.009,22379,21604,20857,6129,20000,359982000,0.9,4547.6607,17999.1,0,1.50E-05,17603.8232,0.50516,0.49484,7596.4321,187.5563,0.000198,90953213.19,95.9712,31981014.05,1599.1307
Netgen_n20000_d0.90_c100000_1,Netgen,891395194,891395194,891395194,891395194,891395194,891395194,891395194,66.31,11.67,12.42,1.283,114986,76393,73008,30689,20000,359982000,0.9,45036.2499,17999.1,114808227,5.60E-05,17902.6416,0.50035,0.49965,29335.5888,15.0262,2.00E-05,900724997.2,1197.908,32284442.3,1614.3028
Netgen_n20000_d0.90_c100000_2,Netgen,900249432,900249432,900249432,900249432,900249432,900249432,900249432,101.66,11.28,29.17,3.044,109519,77350,73652,40499,20000,359982000,0.9,45045.3702,17999.1,96554890,5.50E-05,18075.1094,0.50048,0.49952,29641.0184,19.0382,2.00E-05,900907404.4,945.4653,32365376.24,1618.3497
Netgen_n20000_d0.90_c100000_3,Netgen,393514226,393514226,393514226,393514226,393514226,393514226,393514226,11.09,4.46,5.96,0.008,33382,32682,31514,9151,20000,359982000,0.9,45033.4334,17999.1,0,2.20E-05,18024.5604,0.50036,0.49964,29338.2332,15.0485,2.00E-05,900668668.3,1196.1325,32329735.26,1616.5676
Netgen_n20000_d0.90_c100000_4,Netgen,901085088,901085088,901085088,901085088,901085088,901085088,901085088,109.59,9.66,10.82,4.668,112241,77070,73271,42715,20000,359982000,0.9,45030.5167,17999.1,103988217,5.60E-05,17920.4899,0.50027,0.49973,29178.8931,12.4121,2.00E-05,900610333.9,1450.1928,32347467.04,1617.4542
Netgen_n20000_d0.90_c100000_5,Netgen,900136372,900136372,900136372,900136372,900136372,900136372,900136372,50.33,11.16,12.13,6.951,111784,76395,73154,43542,20000,359982000,0.9,45030.9141,17999.1,106455890,5.60E-05,17893.6056,0.50029,0.49971,29215.3741,13.0808,2.00E-05,900618281.3,1376.0591,32329563.88,1616.559
Netgen_n20000_d0.90_c1000000_1,Netgen,9021530821,9021530821,9021530821,9021530821,9021530821,9021530821,9021530821,229.06,11.63,12.88,1.433,103696,78988,75061,34628,20000,359982000,0.9,449927.1713,17999.1,724380516,5.40E-05,18027.7744,0.50007,0.49993,288682.1736,2.0003,2.00E-06,8998543426,8998.5434,32408064.83,1620.4843
Netgen_n20000_d0.90_c1000000_2,Netgen,8906405898,8906405898,8906405898,8906405898,8906405898,8906405898,8906405898,56.31,9.6,28.46,1.291,102155,79403,75344,36476,20000,359982000,0.9,449924.8984,17999.1,657781513,5.30E-05,17874.3348,0.50004,0.49996,288705.8446,2.0003,2.00E-06,8998497968,8998.498,32337457.53,1616.9537
Netgen_n20000_d0.90_c1000000_3,Netgen,1734013562,1734013562,1734013562,1734013562,1734013562,1734013562,1734013562,9.55,2.95,3.12,0.006,15118,14384,13938,4779,20000,359982000,0.9,449950.2963,17999.1,0,1.00E-05,17915.0077,0.50004,0.49996,288671.6009,2.0002,2.00E-06,8999005925,8999.0059,32253239.18,1612.7426
