Instances,Source,algo_Hi_PR,algo_PAR,algo_P2R,algo_Pseudo_Hi_FIFO,feature_Order,feature_Size,feature_AvNdDgr,feature_AVScPotNetExcess,feature_CVAvNdDg,feature_ScCapDens
Wash_Mesh_r16807_co196_c1000000_1(sh_2),WashMesh,40.023,41.381,31.097,7.241,3294174,9865709,2.9949,0.56873,4.3717,0
Wash_Mesh_r169_co19683_c1000000_1(sh_2),WashMesh,2.94,1.425,1.292,2.076,3326429,9979112,2.9999,0.5691,0.042663,0
Wash_Mesh_r1728_co1000_c1000000_1(sh_2),WashMesh,13.339,8.849,7.416,5.694,1728002,5182272,2.999,0.56869,0.61845,1.00E-06
Wash_Mesh_r1728_co1331_c1000000_1(sh_2),WashMesh,12.741,8.861,8.63,7.496,2299970,6898176,2.9992,0.56931,0.53602,0
Wash_Mesh_r1728_co196_c1000000_1(sh_2),WashMesh,1.242,1.381,1.012,0.512,338690,1014336,2.9949,0.56981,1.3989,3.00E-06
Wash_Mesh_r1728_co343_c1000000_1(sh_2),WashMesh,2.734,2.514,2.236,1.144,592706,1776384,2.9971,0.56914,1.0567,2.00E-06
Wash_Mesh_r1728_co361_c1000000_1(sh_2),WashMesh,2.301,2.236,1.884,1.104,623810,1869696,2.9972,0.56882,1.0299,2.00E-06
Wash_Mesh_r1728_co400_c1000000_1(sh_2),WashMesh,3.486,3.215,2.815,1.698,691202,2071872,2.9975,0.56909,0.97835,1.00E-06
Wash_Mesh_r1728_co729_c1000000_1(sh_2),WashMesh,6.616,5.115,4.471,2.581,1259714,3777408,2.9986,0.5694,0.72443,1.00E-06
Wash_Mesh_r194481_co13_c1000000_1(sh_2),WashMesh,4.739,4.129,2.15,1.495,2528255,7390278,2.9231,0.56386,59.1743,0
Wash_Mesh_r19683_co121_c1000000_1(sh_2),WashMesh,24.993,24.385,16.687,3.609,2381645,7125246,2.9917,0.56926,6.0278,0
Wash_Mesh_r19683_co19_c1000000_1(sh_2),WashMesh,0.704,0.723,0.342,0.335,373979,1102248,2.9474,0.56643,15.4405,3.00E-06
Wash_Mesh_r19683_co25_c1000000_1(sh_2),WashMesh,1.163,1.204,0.613,0.376,492077,1456542,2.96,0.56738,13.4033,2.00E-06
Wash_Mesh_r19683_co64_c1000000_1(sh_2),WashMesh,10.134,6.213,3.78,1.189,1259714,3759453,2.9844,0.56853,8.3086,1.00E-06
Wash_Mesh_r2048_co1000_c1000000_1(sh_2),WashMesh,13.245,10.275,8.62,5.749,2048002,6141952,2.999,0.56925,0.67353,0
Wash_Mesh_r2048_co1024_c1000000_1(sh_2),WashMesh,14.258,12.666,9.983,6.185,2097154,6289408,2.999,0.56922,0.66558,0
Wash_Mesh_r2048_co1331_c1000000_1(sh_2),WashMesh,24.357,14.671,12.315,9.181,2725890,8175616,2.9992,0.56903,0.58375,0
Wash_Mesh_r2048_co169_c1000000_1(sh_2),WashMesh,1.413,1.542,1.353,0.69,346114,1036288,2.9941,0.56894,1.6411,3.00E-06
Wash_Mesh_r2048_co400_c1000000_1(sh_2),WashMesh,4.655,4.48,3.699,1.612,819202,2455552,2.9975,0.56933,1.0655,1.00E-06
Wash_Mesh_r2048_co729_c1000000_1(sh_2),WashMesh,7.133,7.001,5.493,3.272,1492994,4476928,2.9986,0.56981,0.78894,1.00E-06
Wash_Mesh_r20736_co23_c1000000_1(sh_2),WashMesh,0.933,1.109,0.491,0.351,476930,1410048,2.9565,0.56675,14.3598,2.00E-06
Wash_Mesh_r20736_co32_c1000000_1(sh_2),WashMesh,1.629,2.273,1.235,0.582,663554,1969920,2.9687,0.56853,12.124,2.00E-06
Wash_Mesh_r20736_co81_c1000000_1(sh_2),WashMesh,11.884,13.91,7.545,2.257,1679618,5018112,2.9877,0.56918,7.5722,1.00E-06
Wash_Mesh_r2187_co1000_c1000000_1(sh_2),WashMesh,21.361,14.337,11.495,5.641,2187002,6558813,2.999,0.56886,0.6961,0
Wash_Mesh_r2187_co1331_c1000000_1(sh_2),WashMesh,27.502,15.041,14.878,9.773,2910899,8730504,2.9992,0.56865,0.60331,0
Wash_Mesh_r2187_co196_c1000000_1(sh_2),WashMesh,1.896,1.583,1.496,0.739,428654,1283769,2.9949,0.56877,1.5745,2.00E-06
Wash_Mesh_r2187_co243_c1000000_1(sh_2),WashMesh,3.321,2.201,1.842,1.53,531443,1592136,2.9959,0.56877,1.4136,2.00E-06
Wash_Mesh_r2187_co361_c1000000_1(sh_2),WashMesh,5.513,3.536,2.745,2.176,789509,2366334,2.9972,0.56801,1.1592,1.00E-06
Wash_Mesh_r2187_co729_c1000000_1(sh_2),WashMesh,12.867,8.364,8.112,4.536,1594325,4780782,2.9986,0.56912,0.81538,1.00E-06
Wash_Mesh_r2197_co1024_c1000000_1(sh_2),WashMesh,18.229,11.145,11.005,8.356,2249730,6746987,2.999,0.56881,0.68946,0
Wash_Mesh_r2197_co1331_c1000000_1(sh_2),WashMesh,25.824,12.397,12.232,8.866,2924209,8770424,2.9992,0.56924,0.6047,0
Wash_Mesh_r2401_co1331_c1000000_1(sh_2),WashMesh,28.517,17.653,16.792,10.569,3195733,9584792,2.9992,0.56943,0.63225,0
Wash_Mesh_r2401_co144_c1000000_1(sh_2),WashMesh,1.461,1.327,1.019,0.39,345746,1034831,2.993,0.56954,1.9262,3.00E-06
Wash_Mesh_r2401_co289_c1000000_1(sh_2),WashMesh,3.918,2.825,2.484,0.982,693891,2079266,2.9965,0.569,1.3581,1.00E-06
Wash_Mesh_r248832_co13_c1000000_1(sh_2),WashMesh,3.623,5.129,2.139,1.929,3234818,9455616,2.9231,0.56387,66.9344,0
Wash_Mesh_r248832_co9_c1000000_1(sh_2),WashMesh,1.64,2.136,1.265,1.062,2239490,6469632,2.8889,0.56064,81.3971,1.00E-06
Wash_Mesh_r256_co1331_c1000000_1(sh_2),WashMesh,0.578,0.416,0.356,0.347,340738,1021952,2.9992,0.57069,0.20359,3.00E-06
Wash_Mesh_r256_co2744_c1000000_1(sh_2),WashMesh,1.144,0.696,0.551,0.665,702466,2107136,2.9996,0.56899,0.14178,1.00E-06
Wash_Mesh_r2744_co1024_c1000000_1(sh_2),WashMesh,20.907,16.168,13.444,9.602,2809858,8426824,2.999,0.56922,0.7708,0
Wash_Mesh_r2744_co125_c1000000_1(sh_2),WashMesh,0.889,1.101,0.755,0.371,343002,1026256,2.992,0.56862,2.2114,3.00E-06
Wash_Mesh_r2744_co343_c1000000_1(sh_2),WashMesh,7.961,6.823,5.152,3.77,941194,2820832,2.9971,0.56894,1.3327,1.00E-06
Wash_Mesh_r2744_co361_c1000000_1(sh_2),WashMesh,5.941,5.268,4.963,2.37,990586,2969008,2.9972,0.56862,1.299,1.00E-06
Wash_Mesh_r2744_co400_c1000000_1(sh_2),WashMesh,6.283,5.941,4.938,3.109,1097602,3290056,2.9975,0.56851,1.2339,1.00E-06
Wash_Mesh_r2744_co512_c1000000_1(sh_2),WashMesh,8.726,9.373,8.062,5.827,1404930,4212040,2.998,0.56912,1.0904,1.00E-06
Wash_Mesh_r2744_co529_c1000000_1(sh_2),WashMesh,10.593,8.938,8.738,5.797,1451578,4351984,2.9981,0.56891,1.0728,1.00E-06
Wash_Mesh_r2744_co729_c1000000_1(sh_2),WashMesh,16.863,14.084,10.969,6.949,2000378,5998384,2.9986,0.56911,0.91367,1.00E-06
Wash_Mesh_r279841_co3_c1000000_1(sh_2),WashMesh,0.238,0.314,0.316,0.161,839525,2238728,2.6667,0.52894,161.9703,2.00E-06
Wash_Mesh_r279841_co7_c1000000_1(sh_2),WashMesh,1.642,1.762,1.016,0.898,1958889,5596820,2.8571,0.557,98.9654,1.00E-06
Wash_Mesh_r28561_co100_c1000000_1(sh_2),WashMesh,35.879,27.932,18.373,3.691,2856102,8539739,2.99,0.56831,7.9923,0
Wash_Mesh_r28561_co23_c1000000_1(sh_2),WashMesh,1.757,1.584,0.779,0.499,656905,1942148,2.9565,0.56715,16.8537,2.00E-06
Wash_Mesh_r28561_co32_c1000000_1(sh_2),WashMesh,3.125,3.048,1.636,0.766,913954,2713295,2.9687,0.56753,14.2296,1.00E-06
Wash_Mesh_r289_co2744_c1000000_1(sh_2),WashMesh,2.081,0.954,0.973,1.072,793018,2378759,2.9996,0.5682,0.15091,1.00E-06
Wash_Mesh_r289_co9261_c1000000_1(sh_2),WashMesh,7.723,2.971,2.792,3.768,2676431,8028998,2.9999,0.5694,0.082135,0
Wash_Mesh_r2_co1000000_c1000000_1(sh_2),WashMesh,0.404,0.323,0.332,0.394,2000002,4000000,2,0.37977,0.001224,0
Wash_Mesh_r2_co1419857_c1000000_1(sh_2),WashMesh,0.478,0.384,0.365,0.49,2839716,5679428,2,0.37939,0.001028,0
Wash_Mesh_r2_co177147_c1000000_1(sh_2),WashMesh,0.053,0.04,0.032,0.039,354296,708588,2,0.3792,0.00291,3.00E-06
Wash_Mesh_r2_co248832_c1000000_1(sh_2),WashMesh,0.101,0.062,0.088,0.151,497666,995328,2,0.37952,0.002455,2.00E-06
Wash_Mesh_r2_co371293_c1000000_1(sh_2),WashMesh,0.139,0.112,0.116,0.229,742588,1485172,2,0.37952,0.00201,1.00E-06
Wash_Mesh_r2_co531441_c1000000_1(sh_2),WashMesh,0.22,0.183,0.192,0.352,1062884,2125764,2,0.37857,0.00168,1.00E-06
Wash_Mesh_r3125_co1000_c1000000_1(sh_2),WashMesh,32.227,18.49,16.149,11.123,3125002,9371875,2.999,0.5693,0.83255,0
Wash_Mesh_r3125_co1024_c1000000_1(sh_2),WashMesh,29.632,18.106,16.51,7.465,3200002,9596875,2.999,0.56929,0.82272,0
Wash_Mesh_r3125_co144_c1000000_1(sh_2),WashMesh,2.058,2.034,1.559,0.631,450002,1346875,2.993,0.56791,2.1983,2.00E-06
Wash_Mesh_r3125_co196_c1000000_1(sh_2),WashMesh,3.96,3.434,2.991,0.817,612502,1834375,2.9949,0.56932,1.8831,2.00E-06
Wash_Mesh_r3125_co256_c1000000_1(sh_2),WashMesh,5.381,4.43,3.643,1.435,800002,2396875,2.9961,0.56903,1.6471,1.00E-06
Wash_Mesh_r3125_co441_c1000000_1(sh_2),WashMesh,11.55,9.654,7.326,4.086,1378127,4131250,2.9977,0.56904,1.2542,1.00E-06
Wash_Mesh_r343_co1000_c1000000_1(sh_2),WashMesh,0.872,0.479,0.492,0.317,343002,1028657,2.999,0.57006,0.27298,3.00E-06
Wash_Mesh_r343_co4096_c1000000_1(sh_2),WashMesh,3.452,1.474,1.64,1.731,1404930,4214441,2.9998,0.56968,0.13485,1.00E-06
Wash_Mesh_r343_co4913_c1000000_1(sh_2),WashMesh,6.22,2.151,1.958,2.634,1685161,5055134,2.9998,0.56915,0.12312,1.00E-06
Wash_Mesh_r38416_co10_c1000000_1(sh_2),WashMesh,0.349,0.391,0.196,0.189,384162,1114064,2.9,0.56046,30.2224,3.00E-06
Wash_Mesh_r38416_co13_c1000000_1(sh_2),WashMesh,0.622,0.733,0.315,0.318,499410,1459808,2.9231,0.56337,26.2975,2.00E-06
Wash_Mesh_r38416_co16_c1000000_1(sh_2),WashMesh,0.948,1.299,0.544,0.406,614658,1805552,2.9375,0.56534,23.5878,2.00E-06
Wash_Mesh_r38416_co21_c1000000_1(sh_2),WashMesh,1.374,2.322,0.938,0.608,806738,2381792,2.9524,0.56661,20.4854,1.00E-06
Wash_Mesh_r38416_co23_c1000000_1(sh_2),WashMesh,1.774,2.118,1.177,0.736,883570,2612288,2.9565,0.56572,19.547,1.00E-06
Wash_Mesh_r38416_co32_c1000000_1(sh_2),WashMesh,3.286,4.507,2.225,1.226,1229314,3649520,2.9687,0.5674,16.5036,1.00E-06
Wash_Mesh_r38416_co49_c1000000_1(sh_2),WashMesh,8.694,11.06,5.697,2.052,1882386,5608736,2.9796,0.56796,13.2884,1.00E-06
Wash_Mesh_r38416_co64_c1000000_1(sh_2),WashMesh,13.017,16.392,8.583,3.006,2458626,7337456,2.9844,0.56836,11.6087,0
Wash_Mesh_r390625_co8_c1000000_1(sh_2),WashMesh,2.832,2.818,1.799,1.787,3125002,8984375,2.875,0.55883,108.6946,0
Wash_Mesh_r400_co1000_c1000000_1(sh_2),WashMesh,1.019,0.708,0.617,0.379,400002,1199600,2.999,0.57032,0.29528,3.00E-06
Wash_Mesh_r4096_co100_c1000000_1(sh_2),WashMesh,1.391,1.372,0.913,0.48,409602,1224704,2.99,0.56888,3.0241,3.00E-06
Wash_Mesh_r4096_co169_c1000000_1(sh_2),WashMesh,3.499,3.986,3,1.077,692226,2072576,2.9941,0.5684,2.3231,1.00E-06
Wash_Mesh_r4096_co343_c1000000_1(sh_2),WashMesh,11.336,12.023,8.891,4.275,1404930,4210688,2.9971,0.56862,1.629,1.00E-06
Wash_Mesh_r4096_co441_c1000000_1(sh_2),WashMesh,20.363,17.415,16.311,6.844,1806338,5414912,2.9977,0.56893,1.4363,1.00E-06
Wash_Mesh_r4096_co512_c1000000_1(sh_2),WashMesh,22.889,22.838,16.672,10.05,2097154,6287360,2.998,0.5688,1.3329,0
Wash_Mesh_r4096_co625_c1000000_1(sh_2),WashMesh,26.636,21.986,19.813,9.714,2560002,7675904,2.9984,0.5686,1.2063,0
Wash_Mesh_r441_co4913_c1000000_1(sh_2),WashMesh,6.563,2.406,2.236,2.889,2166635,6499458,2.9998,0.56935,0.13997,0
Wash_Mesh_r441_co6561_c1000000_1(sh_2),WashMesh,8.208,3.628,3.262,4.331,2893403,8679762,2.9998,0.56959,0.12112,0
Wash_Mesh_r4913_co196_c1000000_1(sh_2),WashMesh,6.558,5.609,4.295,1.495,962950,2883931,2.9949,0.56914,2.3622,1.00E-06
Wash_Mesh_r49_co20736_c1000000_1(sh_2),WashMesh,0.793,0.498,0.495,0.644,1016066,3048143,2.9999,0.56904,0.021149,1.00E-06
Wash_Mesh_r512_co1000_c1000000_1(sh_2),WashMesh,1.689,1.304,1.14,0.401,512002,1535488,2.999,0.56892,0.3348,2.00E-06
Wash_Mesh_r512_co1331_c1000000_1(sh_2),WashMesh,2.733,2.08,1.521,1.59,681474,2043904,2.9992,0.5695,0.29017,1.00E-06
Wash_Mesh_r512_co1728_c1000000_1(sh_2),WashMesh,3.028,1.92,1.875,1.419,884738,2653696,2.9994,0.56982,0.25465,1.00E-06
Wash_Mesh_r512_co2744_c1000000_1(sh_2),WashMesh,4.726,2.859,2.516,2.367,1404930,4214272,2.9996,0.56929,0.20207,1.00E-06
Wash_Mesh_r512_co729_c1000000_1(sh_2),WashMesh,1.323,0.827,0.877,0.928,373250,1119232,2.9986,0.57025,0.39217,3.00E-06
Wash_Mesh_r529_co1331_c1000000_1(sh_2),WashMesh,3.244,1.419,1.674,1.19,704101,2111768,2.9992,0.56889,0.29503,1.00E-06
Wash_Mesh_r529_co2187_c1000000_1(sh_2),WashMesh,5.207,2.469,2.431,2.588,1156925,3470240,2.9995,0.56915,0.23014,1.00E-06
Wash_Mesh_r529_co3125_c1000000_1(sh_2),WashMesh,6.574,2.012,2.762,3.396,1653127,4958846,2.9997,0.56899,0.19251,1.00E-06
Wash_Mesh_r529_co4096_c1000000_1(sh_2),WashMesh,13.941,5.235,5.044,6.181,2166786,6499823,2.9998,0.56829,0.16815,0
Wash_Mesh_r529_co729_c1000000_1(sh_2),WashMesh,1.488,0.845,0.801,0.339,385643,1156394,2.9986,0.56928,0.39873,3.00E-06
Wash_Mesh_r531441_co3_c1000000_1(sh_2),WashMesh,0.644,0.816,0.822,0.426,1594325,4251528,2.6667,0.52923,223.2081,1.00E-06
Wash_Mesh_r537824_co2_c1000000_1(sh_2),WashMesh,0.213,0.591,0.701,0.142,1075650,2689120,2.5,0.49967,293.3439,2.00E-06
Wash_Mesh_r537824_co3_c1000000_1(sh_2),WashMesh,0.441,0.997,1.093,0.406,1613474,4302592,2.6667,0.5287,224.5446,1.00E-06
Wash_Mesh_r59049_co14_c1000000_1(sh_2),WashMesh,1.757,1.334,0.652,0.546,826688,2421009,2.9286,0.5646,31.3597,1.00E-06
Wash_Mesh_r59049_co17_c1000000_1(sh_2),WashMesh,2.413,2.298,1.278,0.755,1003835,2952450,2.9412,0.56558,28.3365,1.00E-06
Wash_Mesh_r59049_co21_c1000000_1(sh_2),WashMesh,4.851,3.689,1.808,1.184,1240031,3661038,2.9524,0.56639,25.3986,1.00E-06
Wash_Mesh_r59049_co27_c1000000_1(sh_2),WashMesh,7.069,5.939,2.649,1.861,1594325,4723920,2.963,0.56757,22.3195,1.00E-06
Wash_Mesh_r59049_co49_c1000000_1(sh_2),WashMesh,21.629,21.132,10.269,4.199,2893403,8621154,2.9796,0.56834,16.4754,0
Wash_Mesh_r625_co1024_c1000000_1(sh_2),WashMesh,3.257,2.08,1.927,1.319,640002,1919375,2.999,0.56885,0.36606,2.00E-06
Wash_Mesh_r625_co1331_c1000000_1(sh_2),WashMesh,2.98,1.986,1.914,1.489,831877,2495000,2.9992,0.56824,0.32105,1.00E-06
Wash_Mesh_r625_co2048_c1000000_1(sh_2),WashMesh,7.992,4.108,3.76,2.781,1280002,3839375,2.9995,0.56877,0.2588,1.00E-06
Wash_Mesh_r625_co2744_c1000000_1(sh_2),WashMesh,9.475,4.352,4.539,4.436,1715002,5144375,2.9996,0.56842,0.22357,1.00E-06
Wash_Mesh_r625_co625_c1000000_1(sh_2),WashMesh,1.95,1.17,1.035,0.803,390627,1171250,2.9984,0.56917,0.46865,3.00E-06
Wash_Mesh_r6561_co100_c1000000_1(sh_2),WashMesh,3.551,4.399,2.884,0.776,656102,1961739,2.99,0.56825,3.8288,2.00E-06
Wash_Mesh_r6561_co128_c1000000_1(sh_2),WashMesh,6.675,5.613,3.668,1.718,839810,2512863,2.9922,0.56838,3.3818,1.00E-06
Wash_Mesh_r6561_co169_c1000000_1(sh_2),WashMesh,8.374,7.292,4.906,1.694,1108811,3319866,2.9941,0.56965,2.9412,1.00E-06
Wash_Mesh_r6561_co243_c1000000_1(sh_2),WashMesh,17.236,12.017,12.343,3.515,1594325,4776408,2.9959,0.56953,2.4514,1.00E-06
Wash_Mesh_r6561_co343_c1000000_1(sh_2),WashMesh,34.988,22.699,16.547,7.904,2250425,6744708,2.9971,0.5694,2.0625,0
Wash_Mesh_r6561_co441_c1000000_1(sh_2),WashMesh,40.372,27.751,25.13,9.892,2893403,8673642,2.9977,0.56902,1.8185,0
Wash_Mesh_r6561_co64_c1000000_1(sh_2),WashMesh,1.563,2.25,0.999,0.572,419906,1253151,2.9844,0.56792,4.795,2.00E-06
Wash_Mesh_r6859_co49_c1000000_1(sh_2),WashMesh,1.341,1.446,0.664,0.202,336093,1001414,2.9796,0.56844,5.6123,3.00E-06
Wash_Mesh_r729_co1000_c1000000_1(sh_2),WashMesh,3.308,2.22,2.034,1.212,729002,2186271,2.999,0.56938,0.40043,1.00E-06
Wash_Mesh_r729_co1331_c1000000_1(sh_2),WashMesh,4.007,2.065,1.974,1.92,970301,2910168,2.9992,0.56902,0.34705,1.00E-06
Wash_Mesh_r729_co512_c1000000_1(sh_2),WashMesh,2.029,1.378,1.251,0.643,373250,1119015,2.998,0.56869,0.55979,3.00E-06
Wash_Mesh_r729_co729_c1000000_1(sh_2),WashMesh,2.765,1.685,1.37,0.841,531443,1593594,2.9986,0.5687,0.46904,2.00E-06
Wash_Mesh_r8000_co169_c1000000_1(sh_2),WashMesh,7.124,7.966,7.16,3.055,1352002,4048000,2.9941,0.56844,3.2481,1.00E-06
Wash_Mesh_r81_co19683_c1000000_1(sh_2),WashMesh,1.296,0.769,0.855,1.232,1594325,4782888,2.9999,0.56947,0.028796,1.00E-06
Wash_Mesh_r83521_co8_c1000000_1(sh_2),WashMesh,0.852,0.759,0.429,0.42,668170,1920983,2.875,0.55975,50.2585,2.00E-06
Wash_Mesh_r9261_co343_c1000000_1(sh_2),WashMesh,43.852,32.755,23.172,7.543,3176525,9520308,2.9971,0.56925,2.4508,0
Wash_Mesh_r9_co279841_c1000000_1(sh_2),WashMesh,1.347,0.769,0.948,2.28,2518571,7555698,3,0.56954,0.001993,0
Wash_Mesh_r100000_co2_c1000000_1(pool),WashMesh,0.029,0.071,0.084,0.031,200002,500000,2.5,0.49955,126.4864,1.30E-05
Wash_Mesh_r100000_co3_c1000000_1(pool),WashMesh,0.064,0.108,0.112,0.051,300002,800000,2.6666,0.5296,96.8209,7.00E-06
Wash_Mesh_r10000_co10_c1000000_1(pool),WashMesh,0.06,0.088,0.053,0.038,100002,290000,2.8999,0.56088,15.4151,1.30E-05
Wash_Mesh_r10000_co13_c1000000_1(pool),WashMesh,0.122,0.143,0.069,0.057,130002,380000,2.923,0.5626,13.4132,9.00E-06
Wash_Mesh_r10000_co17_c1000000_1(pool),WashMesh,0.23,0.237,0.108,0.086,170002,500000,2.9411,0.56496,11.6573,7.00E-06
Wash_Mesh_r10000_co23_c1000000_1(pool),WashMesh,0.316,0.443,0.229,0.153,230002,680000,2.9565,0.56667,9.97,5.00E-06
Wash_Mesh_r10000_co2_c1000000_1(pool),WashMesh,0.001,0.003,0.003,0.001,20002,50000,2.4998,0.50001,39.985,0.000125
Wash_Mesh_r10000_co3_c1000000_1(pool),WashMesh,0.005,0.007,0.007,0.003,30002,80000,2.6665,0.52586,30.6069,6.70E-05
Wash_Mesh_r10000_co4_c1000000_1(pool),WashMesh,0.007,0.012,0.012,0.006,40002,110000,2.7499,0.54262,25.703,4.40E-05
Wash_Mesh_r10000_co7_c1000000_1(pool),WashMesh,0.024,0.035,0.024,0.017,70002,200000,2.8571,0.55525,18.7009,2.00E-05
Wash_Mesh_r1000_co100_c1000000_1(pool),WashMesh,0.215,0.232,0.195,0.075,100002,299000,2.9899,0.57016,1.4897,1.00E-05
Wash_Mesh_r1000_co10_c1000000_1(pool),WashMesh,0.004,0.004,0.003,0.002,10002,29000,2.8994,0.558,4.8574,0.00013
Wash_Mesh_r1000_co13_c1000000_1(pool),WashMesh,0.006,0.008,0.005,0.003,13002,38000,2.9226,0.5637,4.2265,9.50E-05
Wash_Mesh_r1000_co169_c1000000_1(pool),WashMesh,0.629,0.65,0.541,0.201,169002,506000,2.994,0.56866,1.1444,6.00E-06
Wash_Mesh_r1000_co17_c1000000_1(pool),WashMesh,0.01,0.011,0.008,0.004,17002,50000,2.9408,0.56834,3.6732,6.90E-05
Wash_Mesh_r1000_co23_c1000000_1(pool),WashMesh,0.023,0.031,0.018,0.008,23002,68000,2.9563,0.56469,3.1415,4.90E-05
Wash_Mesh_r1000_co32_c1000000_1(pool),WashMesh,0.033,0.036,0.025,0.012,32002,95000,2.9686,0.56774,2.6524,3.40E-05
Wash_Mesh_r1000_co49_c1000000_1(pool),WashMesh,0.097,0.119,0.079,0.028,49002,146000,2.9795,0.57116,2.1356,2.20E-05
Wash_Mesh_r1000_co4_c1000000_1(pool),WashMesh,0.001,0.001,0,0,4002,11000,2.7486,0.551,8.0997,0.000435
Wash_Mesh_r1000_co64_c1000000_1(pool),WashMesh,0.098,0.114,0.087,0.032,64002,191000,2.9843,0.56888,1.8657,1.60E-05
Wash_Mesh_r1000_co7_c1000000_1(pool),WashMesh,0.002,0.002,0.002,0.001,7002,20000,2.8563,0.55931,5.8929,0.000203
Wash_Mesh_r100_co1000_c1000000_1(pool),WashMesh,0.078,0.066,0.053,0.047,100002,299900,2.9989,0.57008,0.14331,1.00E-05
Wash_Mesh_r100_co100_c1000000_1(pool),WashMesh,0.005,0.005,0.004,0.002,10002,29900,2.9894,0.56491,0.45457,0.000103
Wash_Mesh_r100_co1728_c1000000_1(pool),WashMesh,0.134,0.111,0.094,0.077,172802,518300,2.9994,0.56998,0.10901,6.00E-06
Wash_Mesh_r100_co196_c1000000_1(pool),WashMesh,0.013,0.015,0.012,0.007,19602,58700,2.9946,0.56443,0.32416,5.20E-05
Wash_Mesh_r100_co400_c1000000_1(pool),WashMesh,0.027,0.024,0.019,0.018,40002,119900,2.9974,0.56959,0.22671,2.50E-05
Wash_Mesh_r100_co49_c1000000_1(pool),WashMesh,0.003,0.004,0.003,0.001,4902,14600,2.9784,0.5664,0.65167,0.000216
Wash_Mesh_r100_co64_c1000000_1(pool),WashMesh,0.005,0.005,0.005,0.002,6402,19100,2.9834,0.56905,0.56929,0.000164
Wash_Mesh_r1024_co196_c1000000_1(pool),WashMesh,0.761,0.807,0.653,0.271,200706,601088,2.9949,0.56854,1.0751,5.00E-06
Wash_Mesh_r1024_co5_c1000000_1(pool),WashMesh,0.001,0.001,0.001,0,5122,14336,2.7989,0.54938,7.2006,0.000312
Wash_Mesh_r10_co10000_c1000000_1(pool),WashMesh,0.035,0.029,0.028,0.068,100002,299990,2.9998,0.56868,0.011156,1.00E-05
Wash_Mesh_r10_co1000_c1000000_1(pool),WashMesh,0.002,0.002,0.002,0.002,10002,29990,2.9984,0.556,0.035277,0.000101
Wash_Mesh_r10_co1331_c1000000_1(pool),WashMesh,0.002,0.003,0.002,0.002,13312,39920,2.9988,0.56822,0.030578,7.50E-05
Wash_Mesh_r10_co14641_c1000000_1(pool),WashMesh,0.045,0.038,0.035,0.036,146412,439220,2.9999,0.56958,0.009219,7.00E-06
Wash_Mesh_r10_co19683_c1000000_1(pool),WashMesh,0.079,0.057,0.057,0.081,196832,590480,2.9999,0.57049,0.007952,5.00E-06
Wash_Mesh_r10_co2048_c1000000_1(pool),WashMesh,0.004,0.005,0.005,0.004,20482,61430,2.9992,0.57198,0.024651,4.90E-05
Wash_Mesh_r10_co2744_c1000000_1(pool),WashMesh,0.008,0.008,0.008,0.009,27442,82310,2.9994,0.56734,0.021296,3.60E-05
Wash_Mesh_r10_co28561_c1000000_1(pool),WashMesh,0.119,0.085,0.085,0.208,285612,856820,2.9999,0.56909,0.006601,4.00E-06
Wash_Mesh_r10_co343_c1000000_1(pool),WashMesh,0.001,0.001,0.001,0.001,3432,10280,2.9953,0.56988,0.060238,0.000292
Wash_Mesh_r10_co4096_c1000000_1(pool),WashMesh,0.01,0.01,0.01,0.01,40962,122870,2.9996,0.57026,0.017431,2.40E-05
Wash_Mesh_r10_co512_c1000000_1(pool),WashMesh,0.001,0.001,0.001,0.001,5122,15350,2.9969,0.57447,0.049303,0.000194
Wash_Mesh_r10_co6561_c1000000_1(pool),WashMesh,0.023,0.019,0.019,0.03,65612,196820,2.9998,0.57209,0.013772,1.50E-05
Wash_Mesh_r10_co729_c1000000_1(pool),WashMesh,0.001,0.001,0.001,0.001,7292,21860,2.9978,0.5776,0.041318,0.000137
Wash_Mesh_r12167_co25_c1000000_1(pool),WashMesh,0.724,0.717,0.386,0.208,304177,900358,2.96,0.56601,10.5367,4.00E-06
Wash_Mesh_r121_co32_c1000000_1(pool),WashMesh,0.003,0.003,0.002,0.001,3874,11495,2.9672,0.58242,0.89642,0.000279
Wash_Mesh_r128_co64_c1000000_1(pool),WashMesh,0.006,0.007,0.006,0.003,8194,24448,2.9836,0.57545,0.64966,0.000127
Wash_Mesh_r1331_co100_c1000000_1(pool),WashMesh,0.388,0.349,0.329,0.098,133102,397969,2.99,0.56932,1.7204,8.00E-06
Wash_Mesh_r1331_co128_c1000000_1(pool),WashMesh,0.559,0.497,0.38,0.119,170370,509773,2.9922,0.56844,1.5195,6.00E-06
Wash_Mesh_r1331_co13_c1000000_1(pool),WashMesh,0.01,0.011,0.007,0.004,17305,50578,2.9227,0.5648,4.8809,7.10E-05
Wash_Mesh_r1331_co17_c1000000_1(pool),WashMesh,0.02,0.018,0.013,0.007,22629,66550,2.9409,0.56643,4.2419,5.20E-05
Wash_Mesh_r1331_co196_c1000000_1(pool),WashMesh,1.036,0.845,0.756,0.351,260878,781297,2.9949,0.56977,1.2268,4.00E-06
Wash_Mesh_r1331_co23_c1000000_1(pool),WashMesh,0.042,0.032,0.022,0.012,30615,90508,2.9563,0.56481,3.6279,3.70E-05
